generated_id,n_nodes,n_edges,chromatic_number,edge_list,adjacency_upper_triangular
160,13,63,9,0-1;0-2;0-5;0-6;0-7;0-9;0-10;0-11;0-12;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;3-4;3-5;3-7;3-8;3-9;3-10;3-11;4-6;4-8;4-10;4-11;4-12;5-7;5-9;5-10;5-11;5-12;6-8;6-10;6-11;6-12;7-8;7-9;7-10;7-11;8-9;8-10;8-11;9-10;9-11;10-11;10-12;11-12,"1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1"
161,13,63,9,0-1;0-2;0-3;0-4;0-5;0-6;0-7;0-8;0-9;0-10;0-11;0-12;1-2;1-4;1-5;1-6;1-7;1-9;1-10;2-5;2-6;2-8;2-9;2-10;2-11;2-12;3-4;3-5;3-6;3-7;3-8;3-10;3-11;3-12;4-5;4-6;4-7;4-8;4-10;4-11;5-6;5-7;5-8;5-9;5-10;5-11;5-12;6-7;6-8;6-9;6-10;6-11;6-12;7-9;7-10;8-10;8-11;8-12;9-10;9-12;10-11;10-12;11-12,"1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1"
162,13,63,9,0-1;0-2;0-3;0-5;0-7;0-8;0-9;0-11;0-12;1-2;1-4;1-5;1-7;1-8;1-9;1-10;1-12;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;3-4;3-5;3-6;3-9;3-11;3-12;4-5;4-6;4-7;4-9;4-10;4-12;5-6;5-7;5-8;5-9;5-10;5-11;5-12;6-9;6-10;6-11;6-12;7-8;7-9;7-10;7-12;8-9;8-10;8-11;8-12;9-10;9-11;9-12;10-12;11-12,"1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1"
163,13,63,9,0-1;0-2;0-3;0-4;0-6;0-8;0-10;0-11;0-12;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;3-5;3-9;3-10;3-11;3-12;4-6;4-7;4-8;4-10;4-11;4-12;5-7;5-9;5-10;5-11;5-12;6-7;6-8;6-9;6-10;6-11;7-8;7-9;7-10;7-11;8-10;8-11;8-12;9-10;9-11;10-11;10-12;11-12,"1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1"
164,13,63,9,0-1;0-2;0-4;0-6;0-8;0-9;0-10;0-11;0-12;1-3;1-4;1-6;1-7;1-8;1-9;1-11;1-12;2-4;2-5;2-6;2-7;2-8;2-10;2-11;3-4;3-5;3-6;3-7;3-8;3-9;3-11;3-12;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-12;5-6;5-7;5-8;5-10;5-11;6-7;6-8;6-9;6-10;6-11;6-12;7-8;7-9;7-11;8-9;8-10;8-11;8-12;9-11;9-12;10-11;10-12;11-12,"1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1"
165,13,63,9,0-1;0-3;0-4;0-5;0-6;0-8;0-10;0-12;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;3-4;3-5;3-6;3-7;3-9;3-10;3-12;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-12;5-6;5-7;5-8;5-9;5-10;5-11;5-12;6-7;6-9;6-10;7-9;7-10;7-11;8-10;8-11;8-12;9-10;9-11;10-11;10-12;11-12,"1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1"
166,13,63,9,0-2;0-5;0-7;0-8;0-9;0-10;0-11;0-12;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-11;1-12;2-3;2-4;2-5;2-7;2-8;2-11;2-12;3-4;3-5;3-6;3-7;3-8;3-11;3-12;4-5;4-6;4-7;4-10;4-11;4-12;5-6;5-7;5-8;5-9;5-10;5-11;5-12;6-7;6-9;6-10;6-11;6-12;7-8;7-9;7-10;7-11;7-12;8-9;8-11;8-12;9-10;9-11;9-12;10-11;10-12;11-12,"0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1"
167,13,63,9,0-1;0-2;0-4;0-5;0-6;0-8;0-9;0-10;0-11;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;2-3;2-4;2-5;2-8;2-9;2-12;3-4;3-5;3-7;3-8;3-9;3-12;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-12;5-6;5-7;5-8;5-9;5-10;5-11;5-12;6-7;6-8;6-9;6-10;6-11;7-8;7-10;7-11;7-12;8-9;8-10;8-11;8-12;9-11;10-11;10-12,"1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0"
168,13,63,9,0-1;0-2;0-4;0-5;0-6;0-7;0-8;0-9;0-11;1-2;1-4;1-5;1-6;1-7;1-9;1-10;1-11;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;3-5;3-7;3-8;3-9;3-10;3-11;3-12;4-5;4-6;4-7;4-9;4-10;4-11;5-6;5-7;5-8;5-9;5-10;5-11;5-12;6-7;6-10;6-11;6-12;7-8;7-9;7-10;7-11;7-12;8-9;8-11;8-12;9-11;10-11;10-12;11-12,"1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1"
169,13,64,9,0-3;0-4;0-6;0-8;0-9;0-10;0-11;0-12;1-4;1-5;1-7;1-8;1-9;1-10;1-11;1-12;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;3-6;3-7;3-8;3-9;3-10;3-11;3-12;4-6;4-8;4-9;4-10;4-11;4-12;5-7;5-8;5-9;5-10;5-11;5-12;6-7;6-8;6-9;6-10;6-11;6-12;7-8;7-9;7-10;7-11;7-12;8-9;8-10;8-11;8-12;9-10;9-11;9-12;10-11;10-12;11-12,"0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
170,13,64,9,0-1;0-2;0-3;0-4;0-5;0-6;0-8;0-9;0-10;0-11;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;2-3;2-5;2-6;2-7;2-9;2-10;2-11;2-12;3-5;3-6;3-8;3-10;3-11;4-5;4-6;4-7;4-8;4-10;4-11;5-6;5-7;5-8;5-9;5-10;5-11;5-12;6-7;6-8;6-9;6-10;6-11;6-12;7-10;7-11;7-12;8-10;8-11;9-10;9-11;9-12;10-11;10-12;11-12,"1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1"
171,13,64,9,0-1;0-2;0-3;0-5;0-6;0-9;0-10;0-11;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;2-3;2-4;2-5;2-6;2-9;2-10;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;4-5;4-6;4-7;4-8;4-9;4-10;4-12;5-6;5-7;5-8;5-9;5-10;5-11;5-12;6-9;6-10;6-11;6-12;7-8;7-9;7-10;7-11;8-9;8-10;8-12;9-10;9-11;9-12;10-11;10-12,"1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0"
172,13,64,9,0-1;0-2;0-3;0-5;0-7;0-8;0-11;0-12;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;3-5;3-6;3-7;3-9;3-10;3-11;3-12;4-5;4-7;4-8;4-10;4-11;4-12;5-6;5-7;5-8;5-9;5-10;5-11;5-12;6-7;6-9;6-10;6-12;7-8;7-9;7-10;7-11;7-12;8-11;8-12;9-11;9-12;10-12;11-12,"1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1"
173,13,64,9,0-2;0-3;0-6;0-7;0-8;0-10;0-11;0-12;1-2;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;3-4;3-6;3-7;3-8;3-11;3-12;4-6;4-7;4-8;4-9;4-11;5-6;5-7;5-8;5-9;5-11;5-12;6-7;6-8;6-9;6-10;6-11;6-12;7-8;7-9;7-10;7-11;7-12;8-9;8-10;8-11;8-12;9-11;10-11;10-12;11-12,"0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1"
174,13,64,9,0-1;0-2;0-3;0-4;0-7;0-9;0-10;0-11;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;4-6;4-7;4-10;4-11;5-6;5-7;5-9;5-11;5-12;6-7;6-10;6-11;7-8;7-9;7-10;7-11;7-12;8-9;8-10;8-11;8-12;9-10;9-11;9-12;10-11;11-12,"1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1"
175,13,64,9,0-1;0-4;0-5;0-8;0-9;0-10;0-11;0-12;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;3-4;3-5;3-8;3-9;3-10;3-12;4-5;4-6;4-8;4-9;4-10;4-12;5-6;5-7;5-8;5-9;5-10;5-11;5-12;6-7;6-8;6-9;6-10;7-8;7-9;7-10;7-11;8-9;8-10;8-11;8-12;9-10;9-11;9-12;10-11;10-12,"1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0"
176,13,64,9,0-1;0-2;0-3;0-4;0-6;0-7;0-8;0-10;0-11;0-12;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;4-7;4-8;4-11;4-12;5-7;5-8;5-9;5-10;5-11;6-7;6-9;6-10;6-11;7-8;7-9;7-10;7-11;7-12;8-11;9-10;9-11;10-11;10-12;11-12,"1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1"
177,13,64,9,0-1;0-2;0-4;0-6;0-7;0-9;0-11;0-12;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;2-4;2-5;2-6;2-9;2-11;2-12;3-4;3-6;3-7;3-8;3-9;3-10;3-11;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-12;5-6;5-9;5-10;5-11;5-12;6-7;6-8;6-9;6-10;6-11;6-12;7-8;7-9;7-10;7-11;7-12;8-9;8-11;8-12;9-10;9-11;9-12;10-11;11-12,"1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1"
178,13,64,9,0-1;0-4;0-5;0-7;0-8;0-10;0-11;0-12;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;2-6;2-7;2-8;2-9;2-10;2-11;2-12;3-4;3-5;3-7;3-8;3-9;3-10;3-12;4-5;4-7;4-8;4-10;4-12;5-6;5-7;5-8;5-10;5-11;5-12;6-7;6-8;6-10;6-11;6-12;7-8;7-9;7-10;7-11;7-12;8-9;8-10;8-11;8-12;9-10;9-11;9-12;10-11;10-12;11-12,"1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
179,13,64,9,0-1;0-2;0-3;0-4;0-5;0-6;0-7;0-8;0-9;0-10;0-11;0-12;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;3-4;3-6;3-8;3-10;3-12;4-5;4-6;4-7;4-8;4-10;4-12;5-8;5-10;5-11;5-12;6-7;6-8;6-12;7-8;7-9;7-12;8-9;8-10;8-11;8-12;9-10;9-11;9-12;10-11;10-12;11-12,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1"
180,13,64,9,0-1;0-2;0-3;0-4;0-5;0-8;0-11;0-12;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;2-3;2-4;2-5;2-6;2-7;2-8;2-10;2-11;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-12;5-6;5-8;5-9;5-11;5-12;6-7;6-8;6-11;7-8;7-10;7-11;8-9;8-10;8-11;8-12;9-10;9-11;9-12;10-11;11-12,"1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1"
181,13,64,9,0-1;0-2;0-4;0-5;0-6;0-7;0-9;0-10;0-11;0-12;1-2;1-5;1-7;1-8;1-9;1-10;1-12;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;3-4;3-5;3-6;3-8;3-9;3-10;3-12;4-5;4-6;4-9;4-10;4-12;5-6;5-7;5-8;5-9;5-10;5-11;5-12;6-8;6-9;6-10;6-11;6-12;7-9;7-10;7-11;7-12;8-9;8-10;8-12;9-10;9-11;9-12;10-11;10-12;11-12,"1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1"
182,13,64,9,0-1;0-2;0-3;0-4;0-5;0-6;0-7;0-8;0-9;0-10;0-11;0-12;1-3;1-4;1-5;1-6;1-7;1-9;1-10;2-3;2-5;2-6;2-8;2-9;2-10;2-11;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;4-6;4-7;4-8;4-9;4-10;5-6;5-7;5-9;5-10;5-11;5-12;6-7;6-8;6-9;6-10;6-11;6-12;7-8;7-9;7-10;7-12;8-9;8-10;9-10;9-11;9-12;10-11;10-12;11-12,"1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1"
183,13,64,9,0-1;0-2;0-4;0-6;0-7;0-9;0-10;0-12;1-2;1-3;1-4;1-5;1-6;1-7;1-9;1-10;1-12;2-4;2-6;2-7;2-8;2-10;2-12;3-4;3-5;3-6;3-7;3-10;3-11;3-12;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-12;5-6;5-7;5-8;5-9;5-10;5-11;5-12;6-7;6-8;6-9;6-10;6-11;6-12;7-8;7-9;7-10;7-11;7-12;8-10;8-11;8-12;9-10;9-12;10-11;10-12;11-12,"1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1"
184,13,64,9,0-2;0-3;0-5;0-7;0-8;0-9;0-10;0-12;1-2;1-3;1-5;1-6;1-7;1-9;1-10;1-12;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;4-5;4-6;4-7;4-9;4-10;4-11;5-6;5-7;5-8;5-9;5-10;5-11;5-12;6-7;6-8;6-9;6-10;6-11;7-8;7-9;7-10;7-11;7-12;8-9;8-11;9-10;9-11;9-12;10-12,"0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0"
185,13,64,9,0-1;0-4;0-5;0-7;0-8;0-9;0-10;0-12;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;2-5;2-7;2-8;2-9;2-10;2-11;2-12;3-4;3-5;3-6;3-8;3-10;3-11;3-12;4-5;4-8;4-10;4-11;4-12;5-6;5-7;5-8;5-9;5-10;5-11;5-12;6-8;6-9;6-10;6-11;6-12;7-8;7-9;7-10;7-12;8-9;8-10;8-11;8-12;9-10;9-11;9-12;10-11;10-12;11-12,"1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1"
186,13,64,9,0-1;0-2;0-3;0-4;0-5;0-6;0-7;0-8;0-9;0-10;0-11;0-12;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;3-4;3-6;3-7;3-8;3-12;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-12;5-6;5-9;5-11;5-12;6-7;6-8;6-9;6-10;6-11;6-12;7-8;7-10;8-9;8-10;8-11;9-11;10-11;11-12,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1"
187,13,64,9,0-1;0-3;0-4;0-5;0-7;0-8;0-9;0-10;0-11;0-12;1-3;1-4;1-7;1-8;1-10;1-11;1-12;2-3;2-4;2-6;2-7;2-8;2-9;2-10;2-12;3-4;3-7;3-8;3-10;3-12;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-12;5-6;5-7;5-8;5-9;5-10;5-12;6-7;6-8;6-9;6-10;6-12;7-8;7-9;7-10;7-11;7-12;8-9;8-10;8-11;8-12;9-10;9-11;9-12;10-11;10-12;11-12,"1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
188,13,64,9,0-1;0-2;0-3;0-4;0-5;0-6;0-7;0-8;0-9;0-10;0-11;0-12;1-2;1-3;1-4;1-5;1-8;1-9;1-10;2-4;2-5;2-7;2-8;2-9;2-10;3-4;3-5;3-8;3-9;3-10;3-12;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-12;5-6;5-7;5-8;5-9;5-10;5-11;5-12;6-7;6-8;6-9;6-10;6-11;7-8;7-9;7-10;7-11;7-12;8-9;8-10;9-10;9-11;9-12;10-11;10-12;11-12,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1"
189,13,64,9,0-1;0-2;0-4;0-5;0-6;0-7;0-9;0-11;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;3-4;3-5;3-6;3-9;3-10;3-12;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-12;5-6;5-7;5-8;5-9;5-10;5-11;5-12;6-7;6-8;6-9;6-10;6-11;6-12;7-10;7-11;8-10;8-11;8-12;9-11;10-11;10-12,"1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0"
190,13,64,9,0-3;0-4;0-5;0-6;0-8;0-9;0-10;0-11;0-12;1-4;1-5;1-7;1-8;1-9;1-10;1-11;1-12;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;3-4;3-6;3-7;3-9;3-10;3-11;3-12;4-6;4-7;4-8;4-9;4-10;4-11;4-12;5-8;5-9;5-10;5-11;5-12;6-7;6-8;6-9;6-10;6-11;6-12;7-9;7-10;7-11;7-12;8-9;8-10;8-11;8-12;9-10;9-11;9-12;10-11;10-12;11-12,"0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
191,13,64,9,0-1;0-2;0-4;0-5;0-7;0-8;0-9;0-11;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;2-4;2-5;2-6;2-7;2-8;2-9;2-11;2-12;3-4;3-5;3-6;3-7;3-8;3-10;3-11;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-12;5-6;5-7;5-8;5-9;5-10;5-11;5-12;6-8;6-9;6-10;6-11;6-12;7-8;7-11;7-12;8-9;8-10;8-11;8-12;9-10;9-11;10-12,"1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0"
192,13,64,9,0-2;0-4;0-5;0-6;0-8;0-9;0-10;0-11;1-2;1-3;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;2-3;2-5;2-6;2-7;2-8;2-9;2-11;3-5;3-6;3-8;3-9;3-11;3-12;4-5;4-6;4-7;4-8;4-10;4-11;4-12;5-6;5-7;5-8;5-9;5-10;5-11;5-12;6-7;6-8;6-9;6-10;6-11;6-12;7-8;7-10;7-11;8-9;8-10;8-11;8-12;9-10;9-11;9-12;10-11;10-12;11-12,"0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1"
